日期,時間,項目,性別,場館,連結,編號,賽事階段,備註
2017-08-21,15:20,鈍劍,女,臺北南港展覽館1館1樓,,,前32名直接淘汰賽,
2017-08-21,16:50,鈍劍,女,臺北南港展覽館1館1樓,,,前16名直接淘汰賽,
2017-08-21,17:45,鈍劍,女,臺北南港展覽館1館1樓,,,1/4決賽,
2017-08-21,18:30,銳劍,男,臺北南港展覽館1館1樓,,,準決賽,
2017-08-21,19:10,鈍劍,女,臺北南港展覽館1館1樓,,,準決賽,
2017-08-21,19:50,銳劍,男,臺北南港展覽館1館1樓,,,決賽,
2017-08-21,20:10,鈍劍,女,臺北南港展覽館1館1樓,,,決賽,
2017-08-21,20:40,銳劍,男,臺北南港展覽館1館1樓,,,頒獎典禮(決賽之後),
2017-08-21,20:55,鈍劍,女,臺北南港展覽館1館1樓,,,頒獎典禮(決賽之後),
2017-08-22,09:00,鈍劍,男,臺北南港展覽館1館1樓,,,預賽,
2017-08-22,11:40,鈍劍,男,臺北南港展覽館1館1樓,,,前64名直接淘汰賽,
2017-08-22,12:40,鈍劍,男,臺北南港展覽館1館1樓,,,前32名直接淘汰賽,
2017-08-22,14:00,軍刀,女,臺北南港展覽館1館1樓,,,預賽,
2017-08-22,14:10,鈍劍,男,臺北南港展覽館1館1樓,,,前16名直接淘汰賽,
2017-08-22,15:10,鈍劍,男,臺北南港展覽館1館1樓,,,1/4決賽,
2017-08-22,15:30,軍刀,女,臺北南港展覽館1館1樓,,,前64名直接淘汰賽,
2017-08-22,16:00,軍刀,女,臺北南港展覽館1館1樓,,,前32名直接淘汰賽,
2017-08-22,17:00,軍刀,女,臺北南港展覽館1館1樓,,,前16名直接淘汰賽,
2017-08-22,17:40,軍刀,女,臺北南港展覽館1館1樓,,,1/4決賽,
2017-08-22,18:30,鈍劍,男,臺北南港展覽館1館1樓,,,準決賽,
2017-08-22,19:10,軍刀,女,臺北南港展覽館1館1樓,,,準決賽,
2017-08-22,19:40,鈍劍,男,臺北南港展覽館1館1樓,,,決賽,
2017-08-22,20:00,軍刀,女,臺北南港展覽館1館1樓,,,決賽,
2017-08-22,20:30,鈍劍,男,臺北南港展覽館1館1樓,,,頒獎典禮(決賽之後),
2017-08-22,20:45,軍刀,女,臺北南港展覽館1館1樓,,,頒獎典禮(決賽之後),
2017-08-23,09:00,銳劍團體,女,臺北南港展覽館1館1樓,,,16進8,
2017-08-23,10:30,銳劍團體,女,臺北南港展覽館1館1樓,,,1/4決賽,
2017-08-23,12:00,銳劍團體,女,臺北南港展覽館1館1樓,,,準決賽,
2017-08-23,12:00,軍刀團體,男,臺北南港展覽館1館1樓,,,16進8,
2017-08-23,13:10,軍刀團體,男,臺北南港展覽館1館1樓,,,1/4決賽,
2017-08-23,14:20,軍刀團體,男,臺北南港展覽館1館1樓,,,準決賽,
2017-08-23,15:00,銳劍團體,女,臺北南港展覽館1館1樓,,,"第3,4名",
2017-08-23,16:00,軍刀團體,男,臺北南港展覽館1館1樓,,,"第3,4名",
2017-08-23,17:00,銳劍團體,女,臺北南港展覽館1館1樓,,,決賽,
2017-08-23,18:00,軍刀團體,男,臺北南港展覽館1館1樓,,,決賽,
2017-08-23,19:10,銳劍團體,女,臺北南港展覽館1館1樓,,,頒獎典禮(決賽之後),
2017-08-23,19:25,軍刀團體,男,臺北南港展覽館1館1樓,,,頒獎典禮(決賽之後),
2017-08-24,09:00,銳劍團體,男,臺北南港展覽館1館1樓,,,32進16,
2017-08-24,10:30,銳劍團體,男,臺北南港展覽館1館1樓,,,16進8,
2017-08-24,11:00,鈍劍團體,女,臺北南港展覽館1館1樓,,,16進8,
2017-08-24,12:00,銳劍團體,男,臺北南港展覽館1館1樓,,,1/4決賽,
2017-08-24,12:30,鈍劍團體,女,臺北南港展覽館1館1樓,,,1/4決賽,
2017-08-24,13:30,銳劍團體,男,臺北南港展覽館1館1樓,,,準決賽,
2017-08-24,14:00,鈍劍團體,女,臺北南港展覽館1館1樓,,,準決賽,
2017-08-24,15:00,銳劍團體,男,臺北南港展覽館1館1樓,,,"第3,4名",
2017-08-24,16:00,鈍劍團體,女,臺北南港展覽館1館1樓,,,"第3,4名",
2017-08-24,17:00,銳劍團體,男,臺北南港展覽館1館1樓,,,決賽,
2017-08-24,18:00,鈍劍團體,女,臺北南港展覽館1館1樓,,,決賽,
2017-08-24,19:10,銳劍團體,男,臺北南港展覽館1館1樓,,,頒獎典禮(決賽之後),
2017-08-24,19:25,鈍劍團體,女,臺北南港展覽館1館1樓,,,頒獎典禮(決賽之後),
2017-08-25,09:00,鈍劍團體,男,臺北南港展覽館1館1樓,,,16進8,
2017-08-25,10:30,鈍劍團體,男,臺北南港展覽館1館1樓,,,1/4決賽,
2017-08-25,12:00,鈍劍團體,男,臺北南港展覽館1館1樓,,,準決賽,
2017-08-25,12:00,軍刀團體,女,臺北南港展覽館1館1樓,,,16進8,
2017-08-25,13:10,軍刀團體,女,臺北南港展覽館1館1樓,,,1/4決賽,
2017-08-25,14:20,軍刀團體,女,臺北南港展覽館1館1樓,,,準決賽,
2017-08-25,15:00,鈍劍團體,男,臺北南港展覽館1館1樓,,,"第3,4名",
2017-08-25,16:00,軍刀團體,女,臺北南港展覽館1館1樓,,,"第3,4名",
2017-08-25,17:00,鈍劍團體,男,臺北南港展覽館1館1樓,,,決賽,
2017-08-25,18:00,軍刀團體,女,臺北南港展覽館1館1樓,,,決賽,
2017-08-25,19:10,鈍劍團體,男,臺北南港展覽館1館1樓,,,頒獎典禮(決賽之後),
2017-08-25,19:25,軍刀團體,女,臺北南港展覽館1館1樓,,,頒獎典禮(決賽之後),
