日期,時間,項目,性別,場館,連結,編號,賽事階段,備註
2017-08-20,15:40-17:00,阿根廷-美國,女,臺北市松山運動中心游泳池,,W11,預賽,
2017-08-20,17:00-18:20,澳洲-義大利,女,臺北市松山運動中心游泳池,,W12,預賽,
2017-08-21,09:00-10:20,中華臺北-英國,男,新竹縣游泳館,,M17,預賽,
2017-08-21,10:20-11:40,法國-南韓,男,新竹縣游泳館,,M18,預賽,
2017-08-21,11:40-13:00,義大利-阿根廷,男,新竹縣游泳館,,M19,預賽,
2017-08-21,13:00-14:20,澳洲-荷蘭,男,新竹縣游泳館,,M20,預賽,
2017-08-21,14:20-15:40,匈牙利-南非,男,新竹縣游泳館,,M21,預賽,
2017-08-21,15:40-17:00,塞爾維亞-加拿大,男,新竹縣游泳館,,M22,預賽,
2017-08-21,17:00-18:20,美國-羅馬尼亞,男,新竹縣游泳館,,M23,預賽,
2017-08-21,18:20-19:40,俄羅斯-日本,男,新竹縣游泳館,,M24,預賽,
2017-08-22,10:20-11:40,日本-英國,女,臺北市松山運動中心游泳池,,W13,預賽,
2017-08-22,11:40-13:00,俄羅斯-紐西蘭,女,臺北市松山運動中心游泳池,,W14,預賽,
2017-08-22,13:00-14:20,匈牙利-加拿大,女,臺北市松山運動中心游泳池,,W15,預賽,
2017-08-22,14:20-15:40,法國-阿根廷,女,臺北市松山運動中心游泳池,,W16,預賽,
2017-08-22,15:40-17:00,義大利-希臘,女,臺北市松山運動中心游泳池,,W17,預賽,
2017-08-22,17:00-18:20,美國-澳洲,女,臺北市松山運動中心游泳池,,W18,預賽,
2017-08-23,09:00-10:20,法國-南非(1A-4C),男,新竹縣游泳館,,M25,預賽,
2017-08-23,10:20-11:40,英國-加拿大(2A-3C),男,新竹縣游泳館,,M26,預賽,
2017-08-23,11:40-13:00,韓國-匈牙利(3A-2C),男,新竹縣游泳館,,M27,預賽,
2017-08-23,13:00-14:20,中華台北-塞爾維亞(4A-1C),男,新竹縣游泳館,,M28,預賽,
2017-08-23,14:20-15:40,荷蘭-羅馬尼亞(1B-4D),男,新竹縣游泳館,,M29,預賽,
2017-08-23,15:40-17:00,義大利-美國(2B-3D),男,新竹縣游泳館,,M30,預賽,
2017-08-23,17:00-18:20,澳洲-日本(3B-2D),男,新竹縣游泳館,,M31,預賽,
2017-08-23,18:20-19:40,阿根廷-俄羅斯(4B-1D),男,新竹縣游泳館,,M32,預賽,
2017-08-24,10:20-11:40,紐西蘭-英國,女,臺北市松山運動中心游泳池,,W19,預賽,
2017-08-24,11:40-13:00,加拿大-日本,女,臺北市松山運動中心游泳池,,W20,預賽,
2017-08-24,13:00-14:20,俄羅斯-匈牙利,女,臺北市松山運動中心游泳池,,W21,預賽,
2017-08-24,14:20-15:40,希臘-阿根廷,女,臺北市松山運動中心游泳池,,W22,預賽,
2017-08-24,15:40-17:00,澳洲-法國,女,臺北市松山運動中心游泳池,,W23,預賽,
2017-08-24,17:00-18:20,義大利-美國,女,臺北市松山運動中心游泳池,,W24,預賽,
2017-08-25,09:00-10:30,南非-加拿大(L25-L26),男,新竹縣游泳館,,M33,排名賽9-16,
2017-08-25,10:30-12:00,韓國-中華台北(L27-L28),男,新竹縣游泳館,,M34,排名賽9-16,
2017-08-25,12:00-13:30,羅馬尼亞-美國(L29-L30),男,新竹縣游泳館,,M35,排名賽9-16,
2017-08-25,13:30-15:00,澳洲-阿根廷(L31-L32),男,新竹縣游泳館,,M36,排名賽9-16,
2017-08-25,15:00-16:30,法國-英國(W25-W26),男,新竹縣游泳館,,M37,排名賽1-8,
2017-08-25,16:30-18:00,匈牙利-塞爾維亞(W27-W28),男,新竹縣游泳館,,M38,排名賽1-8,
2017-08-25,18:00-19:30,荷蘭-義大利(W29-W30),男,新竹縣游泳館,,M39,排名賽1-8,
2017-08-25,19:30-21:00,日本-俄羅斯(W31-W32),男,新竹縣游泳館,,M40,排名賽1-8,
2017-08-25,10:30-12:00,匈牙利-紐西蘭,女,臺北市松山運動中心游泳池,,W25,預賽,
2017-08-25,12:00-13:30,日本-俄羅斯,女,臺北市松山運動中心游泳池,,W26,預賽,
2017-08-25,13:30-15:00,加拿大-英國,女,臺北市松山運動中心游泳池,,W27,預賽,
2017-08-25,15:00-16:30,美國-希臘,女,臺北市松山運動中心游泳池,,W28,預賽,
2017-08-25,16:30-18:00,法國-義大利,女,臺北市松山運動中心游泳池,,W29,預賽,
2017-08-25,18:00-19:30,澳洲-阿根廷,女,臺北市松山運動中心游泳池,,W30,預賽,
2017-08-26,10:30-12:00,6A-5B,女,臺北市松山運動中心游泳池,,W31,排名賽9-12,
2017-08-26,12:00-13:30,5A-6B,女,臺北市松山運動中心游泳池,,W32,排名賽9-12,
2017-08-26,13:30-15:00,1A-4B,女,臺北市松山運動中心游泳池,,W33,排名賽1-8,
2017-08-26,15:00-16:30,2A-3B,女,臺北市松山運動中心游泳池,,W34,排名賽1-8,
2017-08-26,16:30-18:00,3A-2B,女,臺北市松山運動中心游泳池,,W35,排名賽1-8,
2017-08-26,18:00-19:30,4A-1B,女,臺北市松山運動中心游泳池,,W36,排名賽1-8,
2017-08-27,09:00-10:30,南非-中華臺北(L33-L34),男,新竹縣游泳館,,M41,排名賽13-16,
2017-08-27,10:30-12:00,L35-L36,男,新竹縣游泳館,,M42,排名賽13-16,
2017-08-27,12:00-13:30,加拿大-韓國(W33-W34),男,新竹縣游泳館,,M43,排名賽9-12,
2017-08-27,13:30-15:00,W35-W36,男,新竹縣游泳館,,M44,排名賽9-12,
2017-08-27,15:00-16:30,L37-L38,男,新竹縣游泳館,,M45,排名賽5-8,
2017-08-27,16:30-18:00,L39-L40,男,新竹縣游泳館,,M46,排名賽5-8,
2017-08-27,18:00-19:30,W33-W34,女,國立體育大學綜合體育館,,W41,準決賽,
2017-08-27,19:30-21:00,W35-W36,女,國立體育大學綜合體育館,,W42,準決賽,
2017-08-28,10:30-12:00,L31-L32,女,國立體育大學綜合體育館,,W37,排名賽11-12,
2017-08-28,12:00-13:30,W31-W32,女,國立體育大學綜合體育館,,W38,排名賽9-10,
2017-08-28,13:30-15:00,L33-L34,女,國立體育大學綜合體育館,,W39,排名賽5-8,
2017-08-28,15:00-16:30,L35-L36,女,國立體育大學綜合體育館,,W40,排名賽5-8,
2017-08-28,16:30-18:00,W37-W38,男,國立體育大學綜合體育館,,M47,準決賽,
2017-08-28,18:00-19:30,W39-W40,男,國立體育大學綜合體育館,,M48,準決賽,
2017-08-29,09:00-10:30,L41-L42,男,國立體育大學綜合體育館,,M49,排名賽15-16,
2017-08-29,10:30-12:00,W41-W42,男,國立體育大學綜合體育館,,M50,排名賽13-14,
2017-08-29,12:00-13:30,L43-L44,男,國立體育大學綜合體育館,,M51,排名賽11-12,
2017-08-29,13:30-15:00,W43-W44,男,國立體育大學綜合體育館,,M52,排名賽9-10,
2017-08-29,15:00-16:30,L39-L40,女,國立體育大學綜合體育館,,W43,排名賽7-8,
2017-08-29,16:30-18:00,W39-W40,女,國立體育大學綜合體育館,,W44,排名賽5-6,
2017-08-29,18:00-19:30,L41-L42,女,國立體育大學綜合體育館,,W45,排名賽3-4,
2017-08-29,19:30-21:00,W41-W42,女,國立體育大學綜合體育館,,W46,決賽,
2017-08-29,21:00-,頒獎典禮,,國立體育大學綜合體育館,,,,
2017-08-30,09:00-10:30,L45-L46,男,國立體育大學綜合體育館,,M53,排名賽7-8,
2017-08-30,10:30-12:00,W45-W46,男,國立體育大學綜合體育館,,M54,排名賽5-6,
2017-08-30,12:00-13:30,L47-L48,男,國立體育大學綜合體育館,,M55,排名賽3-4,
2017-08-30,13:30-15:00,W47-W48,男,國立體育大學綜合體育館,,M56,決賽,
2017-08-30,15:00-,頒獎典禮,,國立體育大學綜合體育館,,,,
